date,product_id,quantity,sales,name,category,price,year
2022-10-26,P018,1.0,1814.6,Продукт 18,Wi_Fi_роутер,453.65,2022
2022-12-07,P059,5.0,1019.58,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-08-10,P057,7.0,2440.68,Продукт 57,Смартфон,610.17,2022
2022-10-18,P020,4.0,592.9,Продукт 20,Смартфон,592.9,2022
2022-05-30,P070,6.0,8327.3,Продукт 70,Планшет,832.73,2022
2022-11-21,P012,9.0,1169.5,Продукт 12,Wi_Fi_роутер,584.75,2022
2022-01-15,P094,2.0,3890.32,Продукт 94,Ноутбук,486.29,2022
2022-12-14,P041,3.0,457.22,Продукт 41,Телефизор,457.22,2022
2022-01-06,P078,10.0,3042.0780617614932,Продукт 78,Wi_Fi_роутер,362.15,2022
2022-02-15,P007,7.0,2789.52,Продукт 7,Wi_Fi_роутер,697.38,2022
2022-09-18,P010,8.0,8213.9,Продукт 10,Смартфон,821.39,2022
2022-10-13,P004,9.0,2572.29,Продукт 4,Wi_Fi_роутер,367.47,2022
2022-08-21,P089,5.0,2650.95,Продукт 89,Ноутбук,530.19,2022
2022-08-02,P018,6.0,907.3,Продукт 18,Wi_Fi_роутер,453.65,2022
2022-06-24,P049,9.0,4469.2,Продукт 49,Телефизор,893.84,2022
2022-12-17,P057,5.0,3661.02,Продукт 57,Смартфон,610.17,2022
2022-10-22,P073,8.0,257.44,Продукт 73,Wi_Fi_роутер,32.18,2022
2022-02-12,P040,2.0,2921.4,Продукт 40,Смартфон,973.8,2022
2022-01-14,P074,10.0,1093.66,Продукт 74,Планшет,546.83,2022
2022-12-14,P016,9.0,2825.52,Продукт 16,Телефизор,353.19,2022
2022-02-10,P079,2.0,9354.0,Продукт 79,Телефизор,935.4,2022
2022-10-28,P063,3.0,5905.48,Продукт 63,Смартфон,843.64,2022
2022-07-21,P035,1.0,1013.78,Продукт 35,Телефизор,506.89,2022
2022-06-02,P096,7.0,1923.48,Продукт 96,Смартфон,320.58,2022
2022-10-24,P040,9.0,973.8,Продукт 40,Смартфон,973.8,2022
2022-12-20,P078,10.0,362.15,Продукт 78,Wi_Fi_роутер,362.15,2022
2022-12-12,P054,7.0,8669.6,Продукт 54,Планшет,866.96,2022
2022-02-20,P085,9.0,2698.65,Продукт 85,Смартфон,899.55,2022
2022-04-05,P082,2.0,1179.04,Продукт 82,Смартфон,147.38,2022
2022-08-02,P087,4.0,3042.0780617614932,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-11-11,P018,1.0,3175.55,Продукт 18,Wi_Fi_роутер,453.65,2022
2022-11-03,P031,9.0,3145.76,Продукт 31,Ноутбук,393.22,2022
2022-04-15,P095,4.0,3167.57,Продукт 95,Ноутбук,452.51,2022
2022-07-18,P072,5.0,1626.12,Продукт 72,Смартфон,180.68,2022
2022-11-07,P049,3.0,4469.2,Продукт 49,Телефизор,893.84,2022
2022-12-27,P005,2.0,8613.18,Продукт 5,Телефизор,957.02,2022
2022-08-15,P077,10.0,3674.12,Продукт 77,Смартфон,918.53,2022
2022-03-28,P034,6.0,1226.28,Продукт 34,Планшет,613.14,2022
2022-05-18,P015,10.0,2151.72,Продукт 15,Wi_Fi_роутер,537.93,2022
2022-10-29,P035,2.0,4562.01,Продукт 35,Телефизор,506.89,2022
2022-12-13,P060,3.0,3042.0780617614932,Продукт 60,Wi_Fi_роутер,353.93,2022
2022-09-05,P032,3.0,6500.3,Продукт 32,Планшет,650.03,2022
2022-05-25,P004,6.0,3042.0780617614932,Продукт 4,Wi_Fi_роутер,367.47,2022
2022-04-06,P055,2.0,4907.14,Продукт 55,Смартфон,701.02,2022
2022-05-24,P077,10.0,8266.77,Продукт 77,Смартфон,918.53,2022
2022-05-04,P057,3.0,2440.68,Продукт 57,Смартфон,610.17,2022
2022-07-11,P061,5.0,1906.23,Продукт 61,Ноутбук,635.41,2022
2022-07-22,P031,9.0,3145.76,Продукт 31,Ноутбук,393.22,2022
2022-10-15,P046,1.0,1936.74,Продукт 46,Планшет,322.79,2022
2022-05-30,P072,2.0,3042.0780617614932,Продукт 72,Смартфон,180.68,2022
2022-08-10,P087,10.0,490.14,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-01-14,P094,7.0,3890.32,Продукт 94,Ноутбук,486.29,2022
2022-09-17,P093,6.0,6083.7,Продукт 93,Ноутбук,608.37,2022
2022-01-20,P087,4.0,3042.0780617614932,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-10-31,P005,7.0,6699.14,Продукт 5,Телефизор,957.02,2022
2022-09-04,P025,8.0,5986.17,Продукт 25,Wi_Fi_роутер,665.13,2022
2022-03-02,P093,2.0,2433.48,Продукт 93,Ноутбук,608.37,2022
2022-05-10,P052,9.0,1674.1,Продукт 52,Ноутбук,334.82,2022
2022-08-19,P092,1.0,5169.76,Продукт 92,Телефизор,646.22,2022
2022-10-11,P086,3.0,83.04,Продукт 86,Wi_Fi_роутер,10.38,2022
2022-11-27,P069,1.0,7418.8,Продукт 69,Ноутбук,741.88,2022
2022-10-28,P037,3.0,3042.0780617614932,Продукт 37,Wi_Fi_роутер,487.78,2022
2022-08-13,P020,9.0,2371.6,Продукт 20,Смартфон,592.9,2022
2022-04-22,P055,3.0,7010.2,Продукт 55,Смартфон,701.02,2022
2022-02-06,P012,3.0,5847.5,Продукт 12,Wi_Fi_роутер,584.75,2022
2022-09-25,P030,6.0,515.85,Продукт 30,Планшет,103.17,2022
2022-03-18,P062,5.0,5536.5,Продукт 62,Телефизор,553.65,2022
2022-12-02,P047,2.0,9312.3,Продукт 47,Телефизор,931.23,2022
2022-11-08,P044,2.0,1940.07,Продукт 44,Смартфон,646.69,2022
2022-01-07,P075,7.0,7831.5,Продукт 75,Смартфон,783.15,2022
2022-06-05,P090,2.0,6052.2,Продукт 90,Wi_Fi_роутер,864.6,2022
2022-01-13,P020,6.0,4150.3,Продукт 20,Смартфон,592.9,2022
2022-06-06,P028,1.0,1396.92,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-01-04,P041,6.0,3657.76,Продукт 41,Телефизор,457.22,2022
2022-02-01,P021,1.0,3042.0780617614932,Продукт 21,Ноутбук,934.15,2022
2022-04-09,P058,5.0,4760.01,Продукт 58,Смартфон,528.89,2022
2022-05-01,P048,7.0,4138.68,Продукт 48,Wi_Fi_роутер,689.78,2022
2022-11-27,P029,5.0,2333.64,Продукт 29,Wi_Fi_роутер,777.88,2022
2022-11-27,P002,6.0,8284.2,Продукт 2,Ноутбук,828.42,2022
2022-01-18,P065,3.0,3129.39,Продукт 65,Планшет,347.71,2022
2022-08-23,P073,2.0,193.08,Продукт 73,Wi_Fi_роутер,32.18,2022
2022-04-12,P007,6.0,6276.42,Продукт 7,Wi_Fi_роутер,697.38,2022
2022-12-11,P030,7.0,515.85,Продукт 30,Планшет,103.17,2022
2022-11-01,P059,1.0,509.79,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-02-04,P069,1.0,1483.76,Продукт 69,Ноутбук,741.88,2022
2022-05-22,P074,2.0,3827.81,Продукт 74,Планшет,546.83,2022
2022-12-21,P062,6.0,3321.9,Продукт 62,Телефизор,553.65,2022
2022-07-25,P013,2.0,273.76,Продукт 13,Ноутбук,68.44,2022
2022-04-17,P082,4.0,1179.04,Продукт 82,Смартфон,147.38,2022
2022-12-27,P014,4.0,3621.84,Продукт 14,Wi_Fi_роутер,905.46,2022
2022-03-13,P013,5.0,547.52,Продукт 13,Ноутбук,68.44,2022
2022-08-17,P062,4.0,2214.6,Продукт 62,Телефизор,553.65,2022
2022-01-23,P017,2.0,1725.85,Продукт 17,Ноутбук,246.55,2022
2022-08-05,P088,10.0,622.93,Продукт 88,Wi_Fi_роутер,622.93,2022
2022-01-13,P090,1.0,6052.2,Продукт 90,Wi_Fi_роутер,864.6,2022
2022-02-10,P063,7.0,5905.48,Продукт 63,Смартфон,843.64,2022
2022-01-08,P058,6.0,3702.23,Продукт 58,Смартфон,528.89,2022
2022-07-22,P024,8.0,829.56,Продукт 24,Планшет,414.78,2022
2022-07-30,P025,10.0,665.13,Продукт 25,Wi_Fi_роутер,665.13,2022
2022-01-01,P011,7.0,1965.81,Продукт 11,Wi_Fi_роутер,655.27,2022
2022-08-25,P059,7.0,509.79,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-07-19,P058,1.0,3042.0780617614932,Продукт 58,Смартфон,528.89,2022
2022-09-18,P009,9.0,5342.31,Продукт 9,Смартфон,593.59,2022
2022-02-28,P071,9.0,558.96,Продукт 71,Планшет,93.16,2022
2022-03-06,P076,3.0,2435.5,Продукт 76,Смартфон,487.1,2022
2022-12-09,P021,10.0,2802.45,Продукт 21,Ноутбук,934.15,2022
2022-12-24,P071,8.0,931.6,Продукт 71,Планшет,93.16,2022
2022-03-24,P099,5.0,3404.55,Продукт 99,Ноутбук,680.91,2022
2022-04-05,P062,7.0,2214.6,Продукт 62,Телефизор,553.65,2022
2022-12-29,P024,8.0,4147.8,Продукт 24,Планшет,414.78,2022
2022-07-09,P056,1.0,488.67,Продукт 56,Телефизор,488.67,2022
2022-10-16,P008,7.0,475.92,Продукт 8,Планшет,475.92,2022
2022-08-12,P013,1.0,68.44,Продукт 13,Ноутбук,68.44,2022
2022-10-05,P034,1.0,4905.12,Продукт 34,Планшет,613.14,2022
2022-01-12,P099,7.0,3404.55,Продукт 99,Ноутбук,680.91,2022
2022-09-21,P051,4.0,2973.54,Продукт 51,Телефизор,991.18,2022
2022-02-26,P082,6.0,589.52,Продукт 82,Смартфон,147.38,2022
2022-02-14,P019,10.0,4515.05,Продукт 19,Планшет,903.01,2022
2022-04-20,P043,10.0,1905.36,Продукт 43,Планшет,952.68,2022
2022-06-24,P089,10.0,3181.14,Продукт 89,Ноутбук,530.19,2022
2022-05-31,P059,9.0,4588.11,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-03-18,P076,10.0,1948.4,Продукт 76,Смартфон,487.1,2022
2022-12-21,P043,4.0,4763.4,Продукт 43,Планшет,952.68,2022
2022-07-25,P028,6.0,3042.0780617614932,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-04-25,P035,6.0,1013.78,Продукт 35,Телефизор,506.89,2022
2022-08-21,P017,8.0,739.65,Продукт 17,Ноутбук,246.55,2022
2022-11-30,P025,5.0,3042.0780617614932,Продукт 25,Wi_Fi_роутер,665.13,2022
2022-12-23,P069,6.0,2967.52,Продукт 69,Ноутбук,741.88,2022
2022-06-07,P014,6.0,7243.68,Продукт 14,Wi_Fi_роутер,905.46,2022
2022-03-06,P028,5.0,3042.0780617614932,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-07-19,P056,4.0,3042.0780617614932,Продукт 56,Телефизор,488.67,2022
2022-08-23,P033,10.0,3489.52,Продукт 33,Телефизор,436.19,2022
2022-11-06,P036,7.0,6465.2,Продукт 36,Смартфон,808.15,2022
2022-07-28,P032,8.0,5200.24,Продукт 32,Планшет,650.03,2022
2022-08-06,P013,3.0,205.32,Продукт 13,Ноутбук,68.44,2022
2022-03-16,P012,7.0,5262.75,Продукт 12,Wi_Fi_роутер,584.75,2022
2022-04-06,P005,2.0,4785.1,Продукт 5,Телефизор,957.02,2022
2022-09-29,P072,2.0,1626.12,Продукт 72,Смартфон,180.68,2022
2022-04-22,P050,9.0,1178.96,Продукт 50,Ноутбук,294.74,2022
2022-03-04,P020,1.0,2964.5,Продукт 20,Смартфон,592.9,2022
2022-09-26,P078,5.0,2172.9,Продукт 78,Wi_Fi_роутер,362.15,2022
2022-07-02,P045,7.0,1578.99,Продукт 45,Ноутбук,225.57,2022
2022-04-30,P039,5.0,1440.74,Продукт 39,Телефизор,205.82,2022
2022-04-28,P044,1.0,3042.0780617614932,Продукт 44,Смартфон,646.69,2022
2022-12-23,P046,7.0,2259.53,Продукт 46,Планшет,322.79,2022
2022-07-14,P015,5.0,1075.86,Продукт 15,Wi_Fi_роутер,537.93,2022
2022-11-15,P092,5.0,1292.44,Продукт 92,Телефизор,646.22,2022
2022-07-30,P027,3.0,219.08,Продукт 27,Ноутбук,54.77,2022
2022-09-05,P032,9.0,5200.24,Продукт 32,Планшет,650.03,2022
2022-04-22,P053,6.0,1857.18,Продукт 53,Ноутбук,309.53,2022
2022-11-24,P010,9.0,4106.95,Продукт 10,Смартфон,821.39,2022
2022-10-19,P016,9.0,3531.9,Продукт 16,Телефизор,353.19,2022
2022-08-19,P074,6.0,1093.66,Продукт 74,Планшет,546.83,2022
2022-01-30,P049,9.0,4469.2,Продукт 49,Телефизор,893.84,2022
2022-04-05,P006,7.0,3771.35,Продукт 6,Смартфон,754.27,2022
2022-03-06,P043,8.0,952.68,Продукт 43,Планшет,952.68,2022
2022-06-28,P015,10.0,4303.44,Продукт 15,Wi_Fi_роутер,537.93,2022
2022-09-04,P022,1.0,1390.74,Продукт 22,Ноутбук,695.37,2022
2022-05-17,P083,3.0,3042.0780617614932,Продукт 83,Смартфон,279.55,2022
2022-08-29,P070,9.0,3042.0780617614932,Продукт 70,Планшет,832.73,2022
2022-05-07,P031,1.0,1572.88,Продукт 31,Ноутбук,393.22,2022
2022-01-30,P077,1.0,4592.65,Продукт 77,Смартфон,918.53,2022
2022-09-27,P074,4.0,546.83,Продукт 74,Планшет,546.83,2022
2022-12-03,P002,2.0,828.42,Продукт 2,Ноутбук,828.42,2022
2022-03-22,P021,10.0,7473.2,Продукт 21,Ноутбук,934.15,2022
2022-03-25,P017,4.0,2465.5,Продукт 17,Ноутбук,246.55,2022
2022-09-07,P059,2.0,2548.95,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-09-25,P074,10.0,4374.64,Продукт 74,Планшет,546.83,2022
2022-03-15,P096,10.0,3042.0780617614932,Продукт 96,Смартфон,320.58,2022
2022-05-26,P034,10.0,613.14,Продукт 34,Планшет,613.14,2022
2022-11-18,P038,4.0,1847.85,Продукт 38,Планшет,369.57,2022
2022-04-19,P020,10.0,1778.7,Продукт 20,Смартфон,592.9,2022
2022-02-24,P097,4.0,2429.46,Продукт 97,Телефизор,809.82,2022
2022-11-23,P083,4.0,1677.3,Продукт 83,Смартфон,279.55,2022
2022-10-09,P089,9.0,1590.57,Продукт 89,Ноутбук,530.19,2022
2022-07-07,P066,7.0,78.68,Продукт 66,Планшет,39.34,2022
2022-11-21,P058,4.0,2115.56,Продукт 58,Смартфон,528.89,2022
2022-05-30,P077,6.0,918.53,Продукт 77,Смартфон,918.53,2022
2022-02-08,P082,1.0,1473.8,Продукт 82,Смартфон,147.38,2022
2022-04-10,P004,8.0,1837.35,Продукт 4,Wi_Fi_роутер,367.47,2022
2022-07-15,P099,9.0,6128.19,Продукт 99,Ноутбук,680.91,2022
2022-04-07,P088,7.0,6229.3,Продукт 88,Wi_Fi_роутер,622.93,2022
2022-11-09,P019,2.0,5418.06,Продукт 19,Планшет,903.01,2022
2022-09-27,P090,8.0,5187.6,Продукт 90,Wi_Fi_роутер,864.6,2022
2022-10-18,P097,10.0,8098.2,Продукт 97,Телефизор,809.82,2022
2022-09-19,P097,8.0,3239.28,Продукт 97,Телефизор,809.82,2022
2022-07-27,P059,8.0,4588.11,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-05-05,P034,8.0,1839.42,Продукт 34,Планшет,613.14,2022
2022-05-11,P016,8.0,3042.0780617614932,Продукт 16,Телефизор,353.19,2022
2022-02-20,P011,10.0,5897.43,Продукт 11,Wi_Fi_роутер,655.27,2022
2022-10-26,P013,5.0,684.4,Продукт 13,Ноутбук,68.44,2022
2022-05-23,P042,6.0,2156.4,Продукт 42,Смартфон,269.55,2022
2022-04-25,P074,7.0,4921.47,Продукт 74,Планшет,546.83,2022
2022-04-24,P080,1.0,6063.3,Продукт 80,Ноутбук,606.33,2022
2022-10-23,P016,8.0,1412.76,Продукт 16,Телефизор,353.19,2022
2022-02-18,P070,6.0,3042.0780617614932,Продукт 70,Планшет,832.73,2022
2022-11-02,P015,4.0,1075.86,Продукт 15,Wi_Fi_роутер,537.93,2022
2022-01-19,P076,10.0,1461.3,Продукт 76,Смартфон,487.1,2022
2022-01-23,P082,5.0,3042.0780617614932,Продукт 82,Смартфон,147.38,2022
2022-06-07,P082,7.0,1179.04,Продукт 82,Смартфон,147.38,2022
2022-01-18,P015,3.0,1613.79,Продукт 15,Wi_Fi_роутер,537.93,2022
2022-06-18,P008,1.0,2379.6,Продукт 8,Планшет,475.92,2022
2022-03-27,P087,10.0,980.28,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-07-25,P079,5.0,935.4,Продукт 79,Телефизор,935.4,2022
2022-01-08,P059,10.0,3568.53,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-04-01,P012,10.0,5847.5,Продукт 12,Wi_Fi_роутер,584.75,2022
2022-01-18,P024,10.0,829.56,Продукт 24,Планшет,414.78,2022
2022-08-30,P088,1.0,3042.0780617614932,Продукт 88,Wi_Fi_роутер,622.93,2022
2022-06-06,P003,6.0,6269.22,Продукт 3,Смартфон,696.58,2022
2022-06-11,P027,2.0,492.93,Продукт 27,Ноутбук,54.77,2022
2022-10-20,P052,7.0,3013.38,Продукт 52,Ноутбук,334.82,2022
2022-08-27,P068,5.0,3042.0780617614932,Продукт 68,Смартфон,297.19,2022
2022-01-26,P094,2.0,4862.9,Продукт 94,Ноутбук,486.29,2022
2022-10-09,P074,6.0,546.83,Продукт 74,Планшет,546.83,2022
2022-02-04,P052,3.0,334.82,Продукт 52,Ноутбук,334.82,2022
2022-11-06,P020,6.0,3557.4,Продукт 20,Смартфон,592.9,2022
2022-07-19,P017,7.0,3042.0780617614932,Продукт 17,Ноутбук,246.55,2022
2022-10-25,P069,9.0,3042.0780617614932,Продукт 69,Ноутбук,741.88,2022
2022-03-28,P038,4.0,1847.85,Продукт 38,Планшет,369.57,2022
2022-05-03,P073,9.0,32.18,Продукт 73,Wi_Fi_роутер,32.18,2022
2022-01-28,P058,5.0,2644.45,Продукт 58,Смартфон,528.89,2022
2022-05-02,P082,7.0,1179.04,Продукт 82,Смартфон,147.38,2022
2022-12-01,P077,4.0,7348.24,Продукт 77,Смартфон,918.53,2022
2022-07-27,P086,1.0,93.42,Продукт 86,Wi_Fi_роутер,10.38,2022
2022-12-25,P025,6.0,665.13,Продукт 25,Wi_Fi_роутер,665.13,2022
2022-06-28,P043,3.0,7621.44,Продукт 43,Планшет,952.68,2022
2022-03-04,P022,6.0,3042.0780617614932,Продукт 22,Ноутбук,695.37,2022
2022-05-25,P001,5.0,3042.0780617614932,Продукт 1,Телефизор,240.3,2022
2022-10-17,P074,7.0,2734.15,Продукт 74,Планшет,546.83,2022
2022-06-19,P055,4.0,6309.18,Продукт 55,Смартфон,701.02,2022
2022-05-25,P086,6.0,20.76,Продукт 86,Wi_Fi_роутер,10.38,2022
2022-10-15,P001,4.0,2403.0,Продукт 1,Телефизор,240.3,2022
2022-06-22,P002,1.0,5798.94,Продукт 2,Ноутбук,828.42,2022
2022-07-13,P087,3.0,1960.56,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-10-25,P013,3.0,479.08,Продукт 13,Ноутбук,68.44,2022
2022-06-16,P040,8.0,8764.2,Продукт 40,Смартфон,973.8,2022
2022-09-09,P023,10.0,3212.22,Продукт 23,Планшет,535.37,2022
2022-03-27,P011,5.0,5897.43,Продукт 11,Wi_Fi_роутер,655.27,2022
2022-10-11,P051,7.0,9911.8,Продукт 51,Телефизор,991.18,2022
2022-12-03,P072,6.0,722.72,Продукт 72,Смартфон,180.68,2022
2022-07-07,P095,10.0,452.51,Продукт 95,Ноутбук,452.51,2022
2022-04-01,P017,8.0,739.65,Продукт 17,Ноутбук,246.55,2022
2022-03-09,P037,7.0,3042.0780617614932,Продукт 37,Wi_Fi_роутер,487.78,2022
2022-12-18,P013,3.0,479.08,Продукт 13,Ноутбук,68.44,2022
2022-01-27,P096,5.0,2885.22,Продукт 96,Смартфон,320.58,2022
2022-05-30,P074,7.0,5468.3,Продукт 74,Планшет,546.83,2022
2022-11-03,P024,9.0,1244.34,Продукт 24,Планшет,414.78,2022
2022-11-12,P011,3.0,655.27,Продукт 11,Wi_Fi_роутер,655.27,2022
2022-10-14,P043,10.0,5716.08,Продукт 43,Планшет,952.68,2022
2022-03-14,P024,7.0,3042.0780617614932,Продукт 24,Планшет,414.78,2022
2022-03-08,P077,4.0,9185.3,Продукт 77,Смартфон,918.53,2022
2022-09-25,P070,3.0,5829.11,Продукт 70,Планшет,832.73,2022
2022-09-14,P046,5.0,2259.53,Продукт 46,Планшет,322.79,2022
2022-05-24,P008,8.0,1427.76,Продукт 8,Планшет,475.92,2022
2022-04-07,P047,5.0,1862.46,Продукт 47,Телефизор,931.23,2022
2022-04-30,P085,5.0,8995.5,Продукт 85,Смартфон,899.55,2022
2022-05-13,P099,3.0,6809.1,Продукт 99,Ноутбук,680.91,2022
2022-12-23,P097,4.0,7288.38,Продукт 97,Телефизор,809.82,2022
2022-02-20,P053,2.0,309.53,Продукт 53,Ноутбук,309.53,2022
2022-06-07,P003,3.0,4179.48,Продукт 3,Смартфон,696.58,2022
2022-11-15,P069,3.0,3042.0780617614932,Продукт 69,Ноутбук,741.88,2022
2022-03-05,P051,9.0,4955.9,Продукт 51,Телефизор,991.18,2022
2022-01-04,P068,7.0,2080.33,Продукт 68,Смартфон,297.19,2022
2022-10-13,P014,2.0,1810.92,Продукт 14,Wi_Fi_роутер,905.46,2022
2022-09-10,P028,5.0,1396.92,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-07-23,P033,8.0,2617.14,Продукт 33,Телефизор,436.19,2022
2022-04-15,P012,6.0,3508.5,Продукт 12,Wi_Fi_роутер,584.75,2022
2022-06-06,P046,10.0,2582.32,Продукт 46,Планшет,322.79,2022
2022-04-26,P057,4.0,3042.0780617614932,Продукт 57,Смартфон,610.17,2022
2022-02-28,P062,4.0,4982.85,Продукт 62,Телефизор,553.65,2022
2022-10-30,P016,1.0,2119.14,Продукт 16,Телефизор,353.19,2022
2022-10-02,P032,7.0,5850.27,Продукт 32,Планшет,650.03,2022
2022-10-21,P088,8.0,1245.86,Продукт 88,Wi_Fi_роутер,622.93,2022
2022-09-18,P062,3.0,2214.6,Продукт 62,Телефизор,553.65,2022
2022-11-08,P097,9.0,3042.0780617614932,Продукт 97,Телефизор,809.82,2022
2022-09-08,P039,5.0,411.64,Продукт 39,Телефизор,205.82,2022
2022-03-04,P085,7.0,2698.65,Продукт 85,Смартфон,899.55,2022
2022-03-25,P052,9.0,1674.1,Продукт 52,Ноутбук,334.82,2022
2022-05-10,P007,7.0,2092.14,Продукт 7,Wi_Fi_роутер,697.38,2022
2022-03-22,P048,6.0,6208.02,Продукт 48,Wi_Fi_роутер,689.78,2022
2022-11-21,P074,5.0,1093.66,Продукт 74,Планшет,546.83,2022
2022-10-31,P081,10.0,3523.45,Продукт 81,Wi_Fi_роутер,704.69,2022
2022-09-27,P013,1.0,410.64,Продукт 13,Ноутбук,68.44,2022
2022-06-04,P031,6.0,3145.76,Продукт 31,Ноутбук,393.22,2022
2022-03-20,P074,4.0,2187.32,Продукт 74,Планшет,546.83,2022
2022-03-07,P014,2.0,1810.92,Продукт 14,Wi_Fi_роутер,905.46,2022
2022-12-15,P024,5.0,3733.02,Продукт 24,Планшет,414.78,2022
2022-05-29,P052,4.0,1674.1,Продукт 52,Ноутбук,334.82,2022
2022-05-03,P066,10.0,39.34,Продукт 66,Планшет,39.34,2022
2022-12-19,P049,5.0,893.84,Продукт 49,Телефизор,893.84,2022
2022-08-26,P056,9.0,3042.0780617614932,Продукт 56,Телефизор,488.67,2022
2022-08-14,P020,8.0,4150.3,Продукт 20,Смартфон,592.9,2022
2022-03-02,P001,4.0,1201.5,Продукт 1,Телефизор,240.3,2022
2022-05-12,P028,2.0,698.46,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-01-12,P054,3.0,6068.72,Продукт 54,Планшет,866.96,2022
2022-08-28,P044,4.0,646.69,Продукт 44,Смартфон,646.69,2022
2022-08-26,P026,6.0,1604.33,Продукт 26,Смартфон,229.19,2022
2022-07-22,P008,3.0,3331.44,Продукт 8,Планшет,475.92,2022
2022-03-04,P023,4.0,3042.0780617614932,Продукт 23,Планшет,535.37,2022
2022-06-26,P023,7.0,4282.96,Продукт 23,Планшет,535.37,2022
2022-09-23,P003,4.0,1393.16,Продукт 3,Смартфон,696.58,2022
2022-03-18,P098,5.0,6064.32,Продукт 98,Телефизор,758.04,2022
2022-11-19,P067,6.0,3659.12,Продукт 67,Смартфон,914.78,2022
2022-01-01,P013,4.0,410.64,Продукт 13,Ноутбук,68.44,2022
2022-10-19,P073,2.0,64.36,Продукт 73,Wi_Fi_роутер,32.18,2022
2022-02-13,P014,9.0,4527.3,Продукт 14,Wi_Fi_роутер,905.46,2022
2022-05-22,P027,3.0,438.16,Продукт 27,Ноутбук,54.77,2022
2022-03-06,P058,9.0,3042.0780617614932,Продукт 58,Смартфон,528.89,2022
2022-01-05,P036,6.0,4848.9,Продукт 36,Смартфон,808.15,2022
2022-05-07,P065,9.0,3042.0780617614932,Продукт 65,Планшет,347.71,2022
2022-10-25,P007,8.0,3486.9,Продукт 7,Wi_Fi_роутер,697.38,2022
2022-10-09,P056,8.0,1466.01,Продукт 56,Телефизор,488.67,2022
2022-06-25,P059,6.0,4588.11,Продукт 59,Wi_Fi_роутер,509.79,2022
2022-04-19,P007,9.0,3486.9,Продукт 7,Wi_Fi_роутер,697.38,2022
2022-07-29,P051,2.0,5947.08,Продукт 51,Телефизор,991.18,2022
2022-02-18,P067,9.0,9147.8,Продукт 67,Смартфон,914.78,2022
2022-03-18,P045,7.0,3042.0780617614932,Продукт 45,Ноутбук,225.57,2022
2022-09-26,P017,4.0,1725.85,Продукт 17,Ноутбук,246.55,2022
2022-08-12,P036,2.0,5657.05,Продукт 36,Смартфон,808.15,2022
2022-03-30,P083,4.0,3042.0780617614932,Продукт 83,Смартфон,279.55,2022
2022-03-01,P018,2.0,3042.0780617614932,Продукт 18,Wi_Fi_роутер,453.65,2022
2022-12-26,P017,1.0,1725.85,Продукт 17,Ноутбук,246.55,2022
2022-11-25,P008,2.0,3807.36,Продукт 8,Планшет,475.92,2022
2022-06-09,P067,8.0,7318.24,Продукт 67,Смартфон,914.78,2022
2022-10-02,P070,3.0,4996.38,Продукт 70,Планшет,832.73,2022
2022-01-15,P069,4.0,741.88,Продукт 69,Ноутбук,741.88,2022
2022-10-10,P098,2.0,3032.16,Продукт 98,Телефизор,758.04,2022
2022-02-25,P082,8.0,294.76,Продукт 82,Смартфон,147.38,2022
2022-11-20,P099,3.0,3042.0780617614932,Продукт 99,Ноутбук,680.91,2022
2022-08-26,P087,1.0,2450.7,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-03-02,P028,10.0,698.46,Продукт 28,Wi_Fi_роутер,698.46,2022
2022-04-16,P043,7.0,2858.04,Продукт 43,Планшет,952.68,2022
2022-07-01,P051,7.0,991.18,Продукт 51,Телефизор,991.18,2022
2022-08-07,P000,1.0,140.36,Продукт 0,Смартфон,140.36,2022
2022-07-05,P081,8.0,2114.07,Продукт 81,Wi_Fi_роутер,704.69,2022
2022-11-19,P026,6.0,2062.71,Продукт 26,Смартфон,229.19,2022
2022-07-06,P036,5.0,2424.45,Продукт 36,Смартфон,808.15,2022
2022-12-01,P098,9.0,4548.24,Продукт 98,Телефизор,758.04,2022
2022-07-11,P045,8.0,1578.99,Продукт 45,Ноутбук,225.57,2022
2022-05-23,P043,4.0,1905.36,Продукт 43,Планшет,952.68,2022
2022-12-18,P066,3.0,3042.0780617614932,Продукт 66,Планшет,39.34,2022
2022-04-02,P087,9.0,735.21,Продукт 87,Wi_Fi_роутер,245.07,2022
2022-03-13,P088,8.0,4983.44,Продукт 88,Wi_Fi_роутер,622.93,2022
